test_size,epochs,nblayers,fake,r2,evs,mae,time
0.1,7,1,1,0.833011442252447,0.8338561282192204,0.2185767752798856,1.0489294528961182
0.1,8,1,1,0.8315109055961629,0.8316325913666978,0.21082656875631986,1.1820287704467773
0.1,9,1,1,0.8360264990733288,0.8360629169470927,0.21110800353079506,1.26127290725708
0.1,10,1,1,0.8345544121866684,0.8346316160432831,0.21029234042563008,1.3942577838897705
0.1,11,1,1,0.8339210292950692,0.8340602255309871,0.21158904268693796,1.352051019668579
0.1,12,1,1,0.8367505229081508,0.8368232447445181,0.21016264098430743,1.7420907020568848
0.1,13,1,1,0.8316165889114526,0.8316883648799547,0.2133034781894317,1.574214220046997
0.1,14,1,1,0.831487496387948,0.8315362789709028,0.20835734892801938,1.8364551067352295
0.1,15,1,1,0.8321468241801495,0.8328946643896226,0.2128990342124685,1.726827621459961
0.1,16,1,1,0.8338666490673863,0.8338960727138885,0.20896989844949507,2.0130648612976074
0.1,17,1,1,0.8383125857882028,0.8384793589485987,0.20733464550332034,2.0030617713928223
0.1,18,1,1,0.8379053311327977,0.8379099028473559,0.20485455723915832,2.1269726753234863
0.1,19,1,1,0.8348297220863801,0.8364269789565449,0.21156673461646483,2.107776165008545
0.1,20,1,1,0.8351918716626744,0.8360831547964708,0.21069934274528176,2.09199595451355
0.1,1,2,1,0.7989578166927888,0.7989796612637972,0.2632266606977931,0.6804885864257812
0.1,2,2,1,0.8135753773891778,0.8151285446378309,0.24085916896307807,0.607856035232544
0.1,3,2,1,0.8224491126295936,0.8224686726050566,0.22449644113317727,0.6851840019226074
0.1,4,2,1,0.8244215363560558,0.8265630964584312,0.21775138896811186,0.8171007633209229
0.1,5,2,1,0.827111657985012,0.8296511387621973,0.22829115403043115,0.8882160186767578
0.1,6,2,1,0.8286025238064145,0.8292869745061322,0.2156263982475907,0.9884004592895508
0.1,7,2,1,0.8362885458543369,0.8362885771048555,0.21080111088749195,1.086550235748291
0.1,8,2,1,0.8329604603743214,0.8347183133831015,0.20951560739478234,1.1803405284881592
0.1,9,2,1,0.8369025189468222,0.8371842688029614,0.20725094407588449,1.4331951141357422
0.1,10,2,1,0.835500642809841,0.8363109693945393,0.20743300666309983,1.3541655540466309
0.1,11,2,1,0.836454974229555,0.8364573090903504,0.20838939645205287,1.4268183708190918
0.1,12,2,1,0.8354984319709261,0.8377730939692619,0.21664132457300336,1.5509669780731201
0.1,13,2,1,0.8359918650696397,0.8361719141377129,0.21033502858957462,1.7340853214263916
0.1,14,2,1,0.8399538731530627,0.8399560752456922,0.2081053973618402,1.6858646869659424
0.1,15,2,1,0.8371363351294436,0.8395871467114229,0.2067985770071239,2.0132110118865967
0.1,16,2,1,0.8353262069780968,0.8357254096504814,0.20550884071331538,2.0418994426727295
0.1,17,2,1,0.8367457655420869,0.8370481078142641,0.20348392877960764,2.2268717288970947
0.1,18,2,1,0.8343774761149507,0.8390956076323501,0.20958655977468738,2.2042901515960693
0.1,19,2,1,0.835279198212136,0.835675630261239,0.20878898057593104,2.207200527191162
0.1,20,2,1,0.8365556857432594,0.8375347662749778,0.20399185499980904,2.317016839981079
0.1,1,3,1,0.8014966331979833,0.8018525506253681,0.2528720476395697,0.5495924949645996
0.1,2,3,1,0.8153299021646951,0.8159942622812236,0.23293571148829587,0.6285257339477539
0.1,3,3,1,0.8236013528558614,0.8242344160209303,0.2279433556716785,0.7291979789733887
0.1,4,3,1,0.8272144919645892,0.8282342120846335,0.2211125908364913,0.8937139511108398
0.1,5,3,1,0.8348390928842786,0.8356137539378742,0.2086036125472376,1.108971118927002
0.1,6,3,1,0.8308230190528694,0.8308258038075984,0.21499766029573347,1.1671981811523438
0.1,7,3,1,0.8336645408860487,0.8338361064082266,0.2079380750960371,1.1861598491668701
0.1,8,3,1,0.8302595003345936,0.8331342227890093,0.2189316688638688,1.3075199127197266
0.1,9,3,1,0.8341164557519485,0.8341512315661723,0.21473089655009103,1.3820950984954834
0.1,10,3,1,0.8275599497534386,0.8340458809207549,0.2282024526202086,1.387976884841919
0.1,11,3,1,0.8350155606333295,0.8361844373731065,0.20825245612639348,1.6278228759765625
0.1,12,3,1,0.836815706559586,0.8372997329883045,0.21006533189190962,1.7648382186889648
0.1,13,3,1,0.8383475569996474,0.839725084215064,0.2050287102187114,2.0202932357788086
0.1,14,3,1,0.8391568750179609,0.8391630721614394,0.20400533713727803,1.8835639953613281
0.1,15,3,1,0.834351690531363,0.8345758436412815,0.21088896457896888,1.8928542137145996
0.1,16,3,1,0.8365182150089514,0.8379912965231849,0.21016592384366686,1.9743788242340088
0.1,17,3,1,0.8369258904051982,0.8369259261611952,0.20578455235097898,2.0919573307037354
0.1,18,3,1,0.8371362905455938,0.8388784219494565,0.20354612382358897,2.207294464111328
0.1,19,3,1,0.8378323762297393,0.8379400216674648,0.2049709174602826,2.46736478805542
0.1,20,3,1,0.8369902560929277,0.8372481638026532,0.20446127359776134,2.635138988494873
0.15000000000000002,1,1,1,0.8067242556147932,0.8071059032926771,0.274383891054607,0.48093676567077637
0.15000000000000002,2,1,1,0.8342586617358371,0.8351233483499406,0.24439059064387622,0.595973014831543
0.15000000000000002,3,1,1,0.8414239170402069,0.8415936363364183,0.231364225232458,0.7417311668395996
0.15000000000000002,4,1,1,0.8507332570386318,0.8510166308530187,0.22268527081768083,0.8037271499633789
0.15000000000000002,5,1,1,0.854581042814828,0.854637166578183,0.21518217883141336,0.8815474510192871
0.15000000000000002,6,1,1,0.8563172011535871,0.8568026209456288,0.2139237006016651,0.99485182762146
0.15000000000000002,7,1,1,0.8555232623861245,0.8560904018909163,0.21550093792503555,1.0711455345153809
0.15000000000000002,8,1,1,0.8568430929954632,0.8575634793263435,0.21256566666941148,1.0877959728240967
0.15000000000000002,9,1,1,0.8590551357296662,0.8594103493211092,0.2091693627490305,1.3265485763549805
0.15000000000000002,10,1,1,0.860568259334223,0.8606104850177121,0.21071884590623144,1.4796943664550781
0.15000000000000002,11,1,1,0.8574927480646544,0.858218802470758,0.21211034626192046,1.3513219356536865
0.15000000000000002,12,1,1,0.8596170706904347,0.8599566443484675,0.21177761821396768,1.522646427154541
0.15000000000000002,13,1,1,0.8619198552182943,0.8620994042624123,0.20871771869311856,1.4826252460479736
0.15000000000000002,14,1,1,0.8602628094392185,0.8604613849564708,0.20835117906196018,1.7308704853057861
0.15000000000000002,15,1,1,0.8577649812467409,0.8584616116184562,0.21008482615263396,1.7607662677764893
0.15000000000000002,16,1,1,0.8621758522465848,0.8621765617449721,0.20407339284842,1.8450191020965576
0.15000000000000002,17,1,1,0.8608870825174033,0.8616900298739281,0.20526586849963865,2.0757057666778564
0.15000000000000002,18,1,1,0.8610104053116057,0.8623350994035011,0.2083463223643122,2.020491600036621
0.15000000000000002,19,1,1,0.860574839598064,0.8618140298381258,0.20716006953863345,2.267240285873413
0.15000000000000002,20,1,1,0.8606427047753846,0.8607067841535478,0.20743235423642112,2.1451590061187744
0.15000000000000002,1,2,1,0.8215870716426472,0.8240922220703822,0.2635157391350224,0.5229108333587646
0.15000000000000002,2,2,1,0.8404310827552464,0.8406345645256788,0.23380831136287353,0.6968464851379395
0.15000000000000002,3,2,1,0.8465603760649425,0.8465649242634777,0.22490203323283703,0.703920841217041
0.15000000000000002,4,2,1,0.8507571999628338,0.8517107343774409,0.21926262966663013,0.7790584564208984
0.15000000000000002,5,2,1,0.854008126991918,0.8540312914545589,0.21474629140145482,0.8758795261383057
0.15000000000000002,6,2,1,0.8546034644030936,0.8557263852272083,0.21405222736146043,0.9684739112854004
0.15000000000000002,7,2,1,0.8577989090647407,0.8583005705254043,0.21072396019192133,1.2517478466033936
0.15000000000000002,8,2,1,0.8605078031332225,0.8607458335583587,0.2099588938232842,1.1893260478973389
0.15000000000000002,9,2,1,0.8580003089393604,0.858561849946228,0.2105236256212456,1.2854902744293213
0.15000000000000002,10,2,1,0.8608113810510031,0.8609378779144871,0.2078192117448901,1.4054203033447266
0.15000000000000002,11,2,1,0.862084841949158,0.8620953870739936,0.20622305739029087,1.4917373657226562
0.15000000000000002,12,2,1,0.8626106046084658,0.8628363549337932,0.2076070023796899,1.6902132034301758
0.15000000000000002,13,2,1,0.8637810998166788,0.8643160289048023,0.20524804765621002,1.8142180442810059
0.15000000000000002,14,2,1,0.8595403157195015,0.8597632314614156,0.2054595020996902,1.6800241470336914
0.15000000000000002,15,2,1,0.859070893822448,0.8624978885207184,0.21097917835585078,2.1394455432891846
0.15000000000000002,16,2,1,0.859751809337806,0.8625821747208993,0.2075819410847884,2.094654083251953
0.15000000000000002,17,2,1,0.8622411364629691,0.8641124024537659,0.20502535412161219,2.0159215927124023
0.15000000000000002,18,2,1,0.8630713026807789,0.8631085465845288,0.2057787348849196,2.289224147796631
0.15000000000000002,19,2,1,0.8625158421840998,0.8631082664667112,0.20804252781884067,2.173427104949951
0.15000000000000002,20,2,1,0.8620144576949341,0.8629500068750262,0.20336560808182844,2.2681078910827637
0.15000000000000002,1,3,1,0.8108295195966104,0.8109840696167155,0.2701626221436692,0.5476357936859131
0.15000000000000002,2,3,1,0.8387318615669156,0.8387351866278903,0.23494555147262214,0.6444098949432373
0.15000000000000002,3,3,1,0.8509003413536462,0.8509236139280173,0.2209744859040157,0.9338164329528809
0.15000000000000002,4,3,1,0.8504522778796365,0.8522799640661131,0.22657442278751383,0.8483374118804932
0.15000000000000002,5,3,1,0.8550335357654741,0.8553538257632171,0.21372390937304564,0.9283266067504883
0.15000000000000002,6,3,1,0.8474307424322522,0.8552161306729302,0.22213729094030732,1.0345385074615479
0.15000000000000002,7,3,1,0.8557108858224303,0.85717468157975,0.21863572837083523,1.0945992469787598
0.15000000000000002,8,3,1,0.8529594969858231,0.858336676803691,0.22231939378653043,1.206235647201538
0.15000000000000002,9,3,1,0.8569809693559658,0.8607204678850495,0.2177718629126199,1.298107385635376
0.15000000000000002,10,3,1,0.8611849976705769,0.8620823896755507,0.2116571243960329,1.376357078552246
0.15000000000000002,11,3,1,0.8618160199662119,0.8618862784368362,0.2085101424187871,1.6922621726989746
0.15000000000000002,12,3,1,0.8619087096006623,0.8625619100508823,0.20614378589812765,1.6021091938018799
0.15000000000000002,13,3,1,0.8630673966836553,0.8631251002986307,0.20528006757327905,1.6850478649139404
0.15000000000000002,14,3,1,0.8614608548831632,0.863279752295334,0.20629724452741735,1.7589707374572754
0.15000000000000002,15,3,1,0.8631114546765501,0.8631606705516708,0.20804719302472108,1.8665144443511963
0.15000000000000002,16,3,1,0.8627628734799646,0.864373515965434,0.20551988019926434,1.9373469352722168
0.15000000000000002,17,3,1,0.8633775954292235,0.8634112056694642,0.20495306369700172,2.0214381217956543
0.15000000000000002,18,3,1,0.8614430911763789,0.8621265703497312,0.2047675476848313,2.1860508918762207
0.15000000000000002,19,3,1,0.8644716012483277,0.8645066309920094,0.203984951471295,2.2684314250946045
0.15000000000000002,20,3,1,0.8642328159152991,0.8653906518262917,0.20538695692904027,2.3447697162628174
0.2,1,1,1,0.7775491966760703,0.7798018765854345,0.2870267039997812,0.46346163749694824
0.2,2,1,1,0.826824463523036,0.8273242543590742,0.2443749012293364,0.5861003398895264
0.2,3,1,1,0.8381755633006963,0.8381775226627153,0.2308392546594357,0.6529357433319092
0.2,4,1,1,0.8508812362030049,0.8509466281323145,0.2199487846781033,0.7611863613128662
0.2,5,1,1,0.8452264367501751,0.8456491206427679,0.2191783968278668,0.8145706653594971
0.2,6,1,1,0.8474748084532726,0.8475651522951284,0.21979946313536197,0.8954293727874756
0.2,7,1,1,0.8481068790482705,0.848174578997643,0.21935119368978717,1.1674516201019287
0.2,8,1,1,0.8551672836928411,0.8552260843558054,0.21159826896204112,1.1299095153808594
0.2,9,1,1,0.8539291479043943,0.8540003405771882,0.2161277630284072,1.1520235538482666
0.2,10,1,1,0.8549474520366236,0.8549590475178891,0.2129063448688591,1.409850835800171
0.2,11,1,1,0.8580657709719908,0.8582628296347304,0.2100749098379946,1.3203139305114746
0.2,12,1,1,0.8544936840015073,0.854618281097953,0.21049877266773437,1.3750278949737549
0.2,13,1,1,0.8491903762572357,0.8507066238693125,0.21757907580117372,1.469076156616211
0.2,14,1,1,0.8565915311558311,0.8566248612564262,0.20895162973665565,1.5676124095916748
0.2,15,1,1,0.8605681906410387,0.8613110489672153,0.20538555629881639,1.6503052711486816
0.2,16,1,1,0.859909731189842,0.8599505750385545,0.20735953245875677,1.7323639392852783
0.2,17,1,1,0.8656587025382974,0.8657565565128464,0.2049683298057441,2.0309925079345703
0.2,18,1,1,0.8597590660397871,0.8609429592023545,0.21085874555500814,1.8938179016113281
0.2,19,1,1,0.8556344472062815,0.8556536552079193,0.21138680477569272,1.9938089847564697
0.2,20,1,1,0.8611876763211219,0.8624461779247119,0.2097323364427798,2.0401251316070557
0.2,1,2,1,0.8028990620352818,0.8035552861382321,0.2576101144425122,0.5213108062744141
0.2,2,2,1,0.8361182314020097,0.8367625800920473,0.23668441169801502,0.5970215797424316
0.2,3,2,1,0.8406345866908277,0.8411515277576375,0.22361237445877222,0.7015013694763184
0.2,4,2,1,0.8452533371594989,0.846306519560838,0.22578390295915463,0.7795708179473877
0.2,5,2,1,0.8416746530986905,0.8433179986280901,0.21604757854907064,1.0857017040252686
0.2,6,2,1,0.8482872477801802,0.8513403770040727,0.21363326276799297,0.9515478610992432
0.2,7,2,1,0.8555373878185246,0.855604713711945,0.21265640032603791,1.052917242050171
0.2,8,2,1,0.8567990330721867,0.8570910342058276,0.21497629598502924,1.1555135250091553
0.2,9,2,1,0.8576276286553944,0.8576280216016852,0.21011948922571044,1.2148616313934326
0.2,10,2,1,0.8490829302480967,0.8496067181945584,0.21172782651979621,1.3368520736694336
0.2,11,2,1,0.8562795951843943,0.8568397001120523,0.21139215173486967,1.4067702293395996
0.2,12,2,1,0.8581737305152215,0.85847533668841,0.20534082723354435,1.5056648254394531
0.2,13,2,1,0.85480502221525,0.8550025761698862,0.21471494365492585,1.5595879554748535
0.2,14,2,1,0.8570896293573069,0.8576429667963833,0.20618846725037723,1.932870864868164
0.2,15,2,1,0.853811067555768,0.85387512512589,0.20692555339490146,1.772918462753296
0.2,16,2,1,0.8563375924345269,0.8566899172399959,0.2083920855106572,1.8437941074371338
0.2,17,2,1,0.8520885816326645,0.85320775878542,0.2067656290786318,1.9284920692443848
0.2,18,2,1,0.8579671905337277,0.8580151492566637,0.20509715175694784,2.0930819511413574
0.2,19,2,1,0.8638181158682938,0.863904243391549,0.20614026328608867,2.1891372203826904
0.2,20,2,1,0.8590230453339642,0.8599535188068472,0.20437445974818083,2.1794204711914062
0.2,1,3,1,0.7817083646028554,0.7817849681496496,0.3139709157729434,0.5410196781158447
0.2,2,3,1,0.8231614923985646,0.823267125974803,0.23858483751581033,0.8872356414794922
0.2,3,3,1,0.8414300370748752,0.8417836841774223,0.22457959847927983,0.752763032913208
0.2,4,3,1,0.8389100940249516,0.8393608067492212,0.2218641258137724,0.8262929916381836
0.2,5,3,1,0.8459567999063055,0.8483772152890408,0.2169021479343864,0.9353346824645996
0.2,6,3,1,0.8504148443337602,0.8507955298824196,0.21471228168104087,0.9966039657592773
0.2,7,3,1,0.8471632785224633,0.8485815440559884,0.22020851589163604,1.1040122509002686
0.2,8,3,1,0.8531701116485029,0.8543042733118308,0.21534780800738887,1.2134966850280762
0.2,9,3,1,0.8500020824340244,0.8500742790953274,0.2107071772429469,1.3858087062835693
0.2,10,3,1,0.8511639978511585,0.8516612394670257,0.21484522484967083,1.734926462173462
0.2,11,3,1,0.8577743619147566,0.8600732335284094,0.2076586526293015,1.4659647941589355
0.2,12,3,1,0.8552860766251279,0.8557959770519801,0.21131658182677557,1.573209285736084
0.2,13,3,1,0.8559846780708106,0.8564693112137982,0.21117743081315432,1.6469712257385254
0.2,14,3,1,0.8480721577478857,0.8515554899583243,0.20984410896736957,1.745110273361206
0.2,15,3,1,0.853334649806864,0.8566586738392199,0.20831936340324478,1.8742060661315918
0.2,16,3,1,0.8589254432697366,0.859844236262327,0.20772602073401672,1.9267866611480713
0.2,17,3,1,0.8572483028854583,0.8577556068664505,0.208028482839451,2.0290884971618652
0.2,18,3,1,0.8522984269192234,0.8572789588990095,0.22319026603464504,2.353393077850342
0.2,19,3,1,0.8614368019050545,0.8614368023015853,0.20665570161721172,2.226618766784668
0.2,20,3,1,0.8612906140884059,0.8629423041212485,0.21204982140186274,2.283295154571533
0.25,1,1,1,0.7830782907806226,0.7832349989648069,0.28841794068575877,0.46610426902770996
0.25,2,1,1,0.8338618189851802,0.834134403654113,0.2471822681051011,0.5439260005950928
0.25,3,1,1,0.8467598777940053,0.8484903824321504,0.23836316711217423,0.6513745784759521
0.25,4,1,1,0.8405709040553703,0.8405769621848227,0.2283233102554696,0.7134084701538086
0.25,5,1,1,0.853686276858481,0.8552829804000125,0.22053495098105774,0.8014287948608398
0.25,6,1,1,0.861131818909835,0.861187635799793,0.21887631847559055,0.8847692012786865
0.25,7,1,1,0.8579909635047696,0.8579920734028407,0.21884462915160577,1.1647090911865234
0.25,8,1,1,0.8560876854051749,0.8566364437894074,0.21757565776390142,1.0543601512908936
0.25,9,1,1,0.8612715744860426,0.8613719114452446,0.2167752984380608,1.1673376560211182
0.25,10,1,1,0.8624045072950948,0.8624171527104847,0.21458639141986668,1.2087137699127197
0.25,11,1,1,0.8613785117936132,0.8655143352367474,0.22279366372709106,1.321842908859253
0.25,12,1,1,0.8634577029306827,0.8644706475844743,0.20949186414492282,1.3870794773101807
0.25,13,1,1,0.8636069394854917,0.8645591237582617,0.20909153512394515,1.4394912719726562
0.25,14,1,1,0.8672722026578696,0.867310044229126,0.2149477582381837,1.5598301887512207
0.25,15,1,1,0.8688367938125345,0.8691262553156229,0.20821527777208013,1.6240572929382324
0.25,16,1,1,0.8707582738843854,0.8710184302318597,0.2085667859819549,1.708785057067871
0.25,17,1,1,0.8686845970468005,0.8689592187721098,0.20841270635340423,1.9842851161956787
0.25,18,1,1,0.8675582766393927,0.8679995697796702,0.20845594086449856,1.8770966529846191
0.25,19,1,1,0.8648529769796887,0.8662162598553699,0.21089706389256288,1.9392735958099365
0.25,20,1,1,0.868467605094434,0.8691844568115881,0.21195897959077484,2.0272912979125977
0.25,1,2,1,0.788229404907685,0.7882488054026254,0.29086867256504173,0.5278019905090332
0.25,2,2,1,0.84296748425291,0.8430518324270455,0.23790230071651572,0.6008057594299316
0.25,3,2,1,0.8517762616665668,0.8525648012260983,0.22171604474771817,0.6809206008911133
0.25,4,2,1,0.8564259828189993,0.8565097884459483,0.2226726911170451,0.7659316062927246
0.25,5,2,1,0.8601548275747721,0.8605869828584384,0.2161976815883355,0.8514080047607422
0.25,6,2,1,0.8570790366072959,0.8585970572982398,0.22143451348400198,1.1706905364990234
0.25,7,2,1,0.861416070352615,0.8614395751717706,0.21407496790256708,1.0392975807189941
0.25,8,2,1,0.8636561321067788,0.8651072826255075,0.20994701593648468,1.1582705974578857
0.25,9,2,1,0.8633928390012284,0.8634090458201121,0.2103428462765121,1.2092125415802002
0.25,10,2,1,0.8607113611868566,0.8612787347490459,0.21543200138217583,1.2897663116455078
0.25,11,2,1,0.8569821941243898,0.8653604296885107,0.2181910131936211,1.37131929397583
0.25,12,2,1,0.8657060027125241,0.8665805775007513,0.20857833994614478,1.4413526058197021
0.25,13,2,1,0.8651493595939528,0.8651517754182895,0.20821209105561767,1.559352159500122
0.25,14,2,1,0.8683946247348744,0.8686373582079948,0.2077971869206672,1.8466393947601318
0.25,15,2,1,0.8676189989359742,0.8682135848558675,0.21006079530455865,1.7294166088104248
0.25,16,2,1,0.865759327135447,0.8658897721306357,0.21156916975192464,1.8221275806427002
0.25,17,2,1,0.8663889623505299,0.8679697045873266,0.20720077911181387,1.917520523071289
0.25,18,2,1,0.8657848739252285,0.8662123842554061,0.21036885893852225,1.9716150760650635
0.25,19,2,1,0.8681691683142111,0.8693839957589418,0.20909169116647786,2.054950714111328
0.25,20,2,1,0.8689081185108035,0.8693076005929224,0.20498123691128953,2.1620676517486572
0.25,1,3,1,0.8018396191928185,0.8069104006404351,0.2711259607041173,0.5355818271636963
0.25,2,3,1,0.8453453241264476,0.8453634421305858,0.23894673353752305,0.6231343746185303
0.25,3,3,1,0.8454208515281972,0.8457143112027944,0.22566220195500697,0.9445562362670898
0.25,4,3,1,0.8547614431669072,0.8548097496789462,0.22281172773951627,0.8131506443023682
0.25,5,3,1,0.8569758792956296,0.8590426059049732,0.22458415018329472,0.9191210269927979
0.25,6,3,1,0.8640574248752704,0.8653595503875454,0.21441670002899144,1.0350420475006104
0.25,7,3,1,0.8624103477079885,0.8624126141804929,0.21700860110648762,1.133218765258789
0.25,8,3,1,0.8682949260665098,0.8685321617873081,0.2139664683466873,1.1806538105010986
0.25,9,3,1,0.8596153244028524,0.8618314400174262,0.21366038104562896,1.281167984008789
0.25,10,3,1,0.8630592909748573,0.8639169007567957,0.20881756441640795,1.3611242771148682
0.25,11,3,1,0.8633781450160991,0.8633781819205013,0.21099874240085045,1.476111650466919
0.25,12,3,1,0.8663643359396178,0.8664265950899852,0.2083865642758464,1.5978708267211914
0.25,13,3,1,0.8668389299883088,0.867088261714829,0.20857977028406502,1.7132775783538818
0.25,14,3,1,0.867018576580566,0.8678118182045138,0.2072302962451738,1.7360129356384277
0.25,15,3,1,0.8648006622780297,0.8661972227064456,0.21355530447599735,1.8062450885772705
0.25,16,3,1,0.8637866931602937,0.8642395123159282,0.2116161335057431,1.9218189716339111
0.25,17,3,1,0.8673059143889349,0.8690883633689156,0.205875987537485,1.9624357223510742
0.25,18,3,1,0.8698734950668527,0.870798491309784,0.20602943560495132,2.288785457611084
0.25,19,3,1,0.8666707159680953,0.8672395073072123,0.20659304046105798,2.19517183303833
