,composition,nsites,volume_x,density_x,density_atomic,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,band_gap,cbm,vbm,efermi,universal_anisotropy,homogeneous_poisson,e_total,e_ionic,e_electronic,n,Structure,nbP,nbE,Formula,volume_y,mass,TC,density_y,mean_AtomicNumber,mean_AtomicMass,mean_NumberofNeutrons,mean_NumberofProtons,mean_NumberofElectrons,mean_Period,mean_Group,mean_Radioactive,mean_Metal,mean_AtomicRadius,mean_Electronegativity,mean_FirstIonization,mean_Density,mean_MeltingPoint,mean_BoilingPoint,mean_NumberOfIsotopes,mean_SpecificHeat,mean_NumberofShells,mean_NumberofValence,std_AtomicNumber,std_AtomicMass,std_NumberofNeutrons,std_NumberofProtons,std_NumberofElectrons,std_Period,std_Group,std_Radioactive,std_Metal,std_AtomicRadius,std_Electronegativity,std_FirstIonization,std_Density,std_MeltingPoint,std_BoilingPoint,std_NumberOfIsotopes,std_SpecificHeat,std_NumberofShells,std_NumberofValence,min_AtomicNumber,min_AtomicMass,min_NumberofNeutrons,min_NumberofProtons,min_NumberofElectrons,min_Period,min_Group,min_Radioactive,min_Metal,min_AtomicRadius,min_Electronegativity,min_FirstIonization,min_Density,min_MeltingPoint,min_BoilingPoint,min_NumberOfIsotopes,min_SpecificHeat,min_NumberofShells,min_NumberofValence,max_AtomicNumber,max_AtomicMass,max_NumberofNeutrons,max_NumberofProtons,max_NumberofElectrons,max_Period,max_Group,max_Radioactive,max_Metal,max_AtomicRadius,max_Electronegativity,max_FirstIonization,max_Density,max_MeltingPoint,max_BoilingPoint,max_NumberOfIsotopes,max_SpecificHeat,max_NumberofShells,max_NumberofValence,range_AtomicNumber,range_AtomicMass,range_NumberofNeutrons,range_NumberofProtons,range_NumberofElectrons,range_Period,range_Group,range_Radioactive,range_Metal,range_AtomicRadius,range_Electronegativity,range_FirstIonization,range_Density,range_MeltingPoint,range_BoilingPoint,range_NumberOfIsotopes,range_SpecificHeat,range_NumberofShells,range_NumberofValence
wurtzite:Cd-Te,Cd2 Te2,4,141.33765197053393,5.639652793960689,35.33441299263348,-23.31923285,-23.31923285,-0.5581268500000007,0.002613155000002365,False,,0.6185999999999998,2.3867,1.7681,1.82165467,0.201,0.328,12.24745276000934,3.3380833366760094,8.909369423333331,2.9848566838850625,wurtzite,4,4,CdTe,137.29782401260863,480.0220000000001,6.284424732028807,5.803708294217565,50.0,120.0055,70.0,50.0,50.0,5.0,14.0,0.0,0.5,1.5499999999999998,1.895,9.0017,7.46,658.565,1150.5,25.5,0.21700000000000003,5.0,3.0,2.8284271247461903,10.740244899442466,8.48528137423857,2.8284271247461903,2.8284271247461903,0.0,2.8284271247461903,0.0,0.7071067811865476,0.21213203435596428,0.28991378028648457,0.01117228714274779,1.7394826817189062,90.8420081790357,156.27059864222701,4.949747468305833,0.021213203435596427,0.0,4.242640687119285,48.0,112.411,64.0,48.0,48.0,5.0,12.0,0.0,0.0,1.4,1.69,8.9938,6.23,594.33,1040.0,22.0,0.202,5.0,0.0,52.0,127.6,76.0,52.0,52.0,5.0,16.0,0.0,1.0,1.7,2.1,9.0096,8.69,722.8,1261.0,29.0,0.232,5.0,6.0,4.0,15.188999999999993,12.0,4.0,4.0,0.0,4.0,0.0,1.0,0.30000000000000004,0.41000000000000014,0.01580000000000048,2.459999999999999,128.4699999999999,221.0,7.0,0.03,0.0,6.0
wurtzite:Cl-Cu,Cu2 Cl2,4,76.97577886979161,4.271258036437935,19.243944717447903,-8.98320965,-8.98320965,-0.4835922012499996,0.01892719499999984,False,,0.5736000000000003,4.2102,3.6366,3.69673912,,,,,,,wurtzite,4,4,ClCu,73.1205044809203,197.998,1.7289937126642387,4.495000169012282,23.0,49.4995,26.5,23.0,23.0,3.5,14.0,0.0,0.5,1.2850000000000001,2.5300000000000002,10.347,4.481605,765.03,1537.055,11.0,0.432,3.5,3.5,8.48528137423857,19.864750803873676,12.020815280171307,8.48528137423857,8.48528137423857,0.7071067811865476,4.242640687119285,0.0,0.7071067811865476,0.445477272147525,0.89095454429505,3.706088061554932,6.333406946663858,838.2326626897809,1835.571422214347,0.0,0.06646803743153545,0.7071067811865476,4.949747468305833,17.0,35.453,18.0,17.0,17.0,3.0,11.0,0.0,0.0,0.97,1.9,7.7264,0.00321,172.31,239.11,11.0,0.385,3.0,0.0,29.0,63.546,35.0,29.0,29.0,4.0,17.0,0.0,1.0,1.6,3.16,12.9676,8.96,1357.75,2835.0,11.0,0.479,4.0,7.0,12.0,28.092999999999996,17.0,12.0,12.0,1.0,6.0,0.0,1.0,0.6300000000000001,1.2600000000000002,5.241199999999999,8.956790000000002,1185.44,2595.89,0.0,0.09399999999999997,1.0,7.0
wurtzite:Cu-H,Cu2 H2,4,31.476104687070972,6.811156611572919,7.869026171767743,-7.0357859475,-7.0357859475,0.11516825312499979,0.11516825312499979,False,,0.5729000000000006,6.2491,5.6762,5.89441657,0.018,0.351,14.37435122694455,1.0138569569445497,13.360494270000002,3.655200989001836,wurtzite,4,4,CuH,30.393167833706443,129.10788,5.777278381676896,7.051554545831751,15.0,32.2765,17.5,15.0,15.0,2.5,6.0,0.0,0.5,1.195,2.05,10.6624,4.480044950000001,685.9625,1427.64,7.0,7.3445,2.5,0.5,19.79898987322333,44.221750988625494,24.748737341529164,19.79898987322333,19.79898987322333,2.1213203435596424,7.0710678118654755,0.0,0.7071067811865476,0.5727564927611035,0.21213203435596445,4.152131019127407,6.335613190531838,950.0509935327157,1990.3075991413991,5.656854249492381,9.842219287335555,2.1213203435596424,0.7071067811865476,1.0,1.007,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.79,1.9,7.7264,8.99e-05,14.175,20.28,3.0,0.385,1.0,0.0,29.0,63.546,35.0,29.0,29.0,4.0,11.0,0.0,1.0,1.6,2.2,13.5984,8.96,1357.75,2835.0,11.0,14.304,4.0,1.0,28.0,62.539,35.0,28.0,28.0,3.0,10.0,0.0,1.0,0.81,0.30000000000000027,5.872,8.9599101,1343.575,2814.72,8.0,13.919,3.0,1.0
wurtzite:Cu-I,Cu2 I2,4,108.99192868343599,5.803190190456613,27.247982170858997,-17.89225097,-3.146145210833332,-0.3598587008333318,0.008882400000000956,False,,1.2119999999999997,5.641,4.429,4.493492,0.278,0.326,7.5009030366541785,1.28081209998751,6.220090936666668,2.494011013742054,wurtzite,4,4,CuI,103.6594925546924,380.90094,8.955042925685737,6.099736211484837,41.0,95.225,54.5,41.0,41.0,4.5,14.0,0.0,0.5,1.4500000000000002,2.2800000000000002,9.08885,6.945,872.2,1646.2,17.5,0.2995,4.5,3.5,16.97056274847714,44.800871442417275,27.577164466275352,16.97056274847714,16.97056274847714,0.7071067811865476,4.242640687119285,0.0,0.7071067811865476,0.21213203435596428,0.5374011537017763,1.9267952680552232,2.8496403281817875,686.6713952102564,1681.2170829491356,9.192388155425117,0.12091525958289963,0.7071067811865476,4.949747468305833,29.0,63.546,35.0,29.0,29.0,4.0,11.0,0.0,0.0,1.3,1.9,7.7264,4.93,386.65,457.4,11.0,0.214,4.0,0.0,53.0,126.904,74.0,53.0,53.0,5.0,17.0,0.0,1.0,1.6,2.66,10.4513,8.96,1357.75,2835.0,24.0,0.385,5.0,7.0,24.0,63.358,39.0,24.0,24.0,1.0,6.0,0.0,1.0,0.30000000000000004,0.7600000000000002,2.7249,4.030000000000001,971.1,2377.6,13.0,0.171,1.0,7.0
wurtzite:As-Ga,Ga2 As2,4,90.96756897439013,5.280739317994743,22.741892243597533,-13.5159661,-13.5159661,-0.4408126312500009,0.005464424999999551,False,,0.22380000000000022,3.0049,2.7811,2.78656561,0.207,0.223,71.1659437100077,2.0845134600076936,69.08143025,8.311523942695466,wurtzite,4,4,AsGa,90.58907436737702,289.2892,30.679165561702888,5.301081563682883,32.0,72.32249999999999,40.5,32.0,32.0,4.0,14.0,0.0,0.5,1.55,1.995,7.89395,5.845000000000001,696.5300000000001,1682.0,14.0,0.35,4.0,4.0,1.4142135623730951,3.6762481553888593,2.1213203435596424,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.7071067811865476,0.3535533905932738,0.26162950903902266,2.679439725950185,0.0919238815542511,556.6627424212977,1124.2997820866105,0.0,0.029698484809834984,0.0,1.4142135623730951,31.0,69.723,39.0,31.0,31.0,4.0,13.0,0.0,0.0,1.3,1.81,5.9993,5.78,302.91,887.0,14.0,0.329,4.0,3.0,33.0,74.922,42.0,33.0,33.0,4.0,15.0,0.0,1.0,1.8,2.18,9.7886,5.91,1090.15,2477.0,14.0,0.371,4.0,5.0,2.0,5.198999999999998,3.0,2.0,2.0,0.0,2.0,0.0,1.0,0.5,0.3700000000000001,3.789300000000001,0.1299999999999999,787.24,1590.0,0.0,0.04199999999999998,0.0,2.0
wurtzite:Ga-N,Ga2 N2,4,45.72832358928343,6.0809768201203696,11.432080897320857,-10.9558127175,-10.9558127175,-0.670049406875,0.0,True,-0.670049406875,1.7264999999999997,5.1201,3.3936,3.4401233,0.132,0.247,10.860179653335564,4.913949990002228,5.946229663333334,2.4384892173912385,wurtzite,4,4,GaN,45.411659733572414,167.4594,300.67351603144067,6.121392735498062,19.0,41.865,23.0,19.0,19.0,3.0,14.0,0.0,0.5,1.275,2.425,10.2667,2.955625,183.10000000000002,1277.18,11.0,0.7055,3.0,4.0,16.97056274847714,39.39716142058968,22.627416997969522,16.97056274847714,16.97056274847714,1.4142135623730951,1.4142135623730951,0.0,0.7071067811865476,0.7424621202458749,0.8697413408594534,6.035014956070946,4.178117193336013,169.43692690792054,1696.801716406487,4.242640687119285,0.4730544366138003,1.4142135623730951,1.4142135623730951,7.0,14.007,7.0,7.0,7.0,2.0,13.0,0.0,0.0,0.75,1.81,5.9993,0.00125,63.29,77.36,8.0,0.371,2.0,3.0,31.0,69.723,39.0,31.0,31.0,4.0,15.0,0.0,1.0,1.8,3.04,14.5341,5.91,302.91,2477.0,14.0,1.04,4.0,5.0,24.0,55.716,32.0,24.0,24.0,2.0,2.0,0.0,1.0,1.05,1.23,8.5348,5.90875,239.62000000000003,2399.64,6.0,0.669,2.0,2.0
wurtzite:Ga-P,Ga2 P2,4,80.94438258953409,4.131501206922352,20.23609564738352,-10.722883505,-10.722883505,-0.5004573739880964,0.008458759999999899,False,,1.3002000000000002,4.8334,3.5332,3.54851097,0.198,0.223,12.487942666668685,2.1785633000020197,10.309379366666667,3.2108222259518926,wurtzite,4,4,GaP,80.3499821736274,201.393524,119.21823647454724,4.160713428879004,23.0,50.3485,27.5,23.0,23.0,3.5,14.0,0.0,0.5,1.5,2.0,8.243,3.865,310.08000000000004,1515.0,10.5,0.5700000000000001,3.5,4.0,11.313708498984761,27.39968066419753,16.263455967290593,11.313708498984761,11.313708498984761,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.42426406871192857,0.268700576850888,3.1730709698965143,2.892066735052979,10.139911242215074,1360.4734470029175,4.949747468305833,0.2814284989122459,0.7071067811865476,1.4142135623730951,15.0,30.974,16.0,15.0,15.0,3.0,13.0,0.0,0.0,1.2,1.81,5.9993,1.82,302.91,553.0,7.0,0.371,3.0,3.0,31.0,69.723,39.0,31.0,31.0,4.0,15.0,0.0,1.0,1.8,2.19,10.4867,5.91,317.25,2477.0,14.0,0.769,4.0,5.0,16.0,38.748999999999995,23.0,16.0,16.0,1.0,2.0,0.0,1.0,0.6000000000000001,0.3799999999999999,4.487400000000001,4.09,14.339999999999975,1924.0,7.0,0.398,1.0,2.0
wurtzite:Ga-Sb,Ga2 Sb2,4,115.32797728186458,5.514100040316375,28.831994320466144,-18.7893525175,-18.7893525175,-0.21480667750000038,0.014465242500001807,False,,0.0,,,3.83142711,0.206,0.228,,,,,wurtzite,4,4,GaSb,114.24376948917744,382.966,24.721266390128005,5.564623461240251,41.0,95.7415,55.0,41.0,41.0,4.5,14.0,0.0,0.5,1.65,1.93,7.30385,6.300000000000001,603.48,2168.5,21.5,0.289,4.5,4.0,14.142135623730951,36.79571557260438,22.627416997969522,14.142135623730951,14.142135623730951,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.21213203435596428,0.16970562748477125,1.844912302793821,0.5515432893255073,425.0701704424811,436.2848839920998,10.606601717798213,0.1159655121145938,0.7071067811865476,1.4142135623730951,31.0,69.723,39.0,31.0,31.0,4.0,13.0,0.0,0.0,1.5,1.81,5.9993,5.91,302.91,1860.0,14.0,0.207,4.0,3.0,51.0,121.76,71.0,51.0,51.0,5.0,15.0,0.0,1.0,1.8,2.05,8.6084,6.69,904.05,2477.0,29.0,0.371,5.0,5.0,20.0,52.037000000000006,32.0,20.0,20.0,1.0,2.0,0.0,1.0,0.30000000000000004,0.23999999999999977,2.6090999999999998,0.7800000000000002,601.1399999999999,617.0,15.0,0.164,1.0,2.0
wurtzite:As-In,In2 As2,4,114.11586157361741,5.521932077387896,28.528965393404352,-19.023875425,-19.023875425,-0.38081474124999914,0.0076950650000000564,False,,0.0,,,3.89646078,,,,,,,wurtzite,4,4,AsIn,112.77732400471436,379.4792,21.438211001284497,5.5856572015635635,41.0,94.87,54.0,41.0,41.0,4.5,14.0,0.0,0.5,1.65,1.98,7.7875000000000005,6.545,760.0300000000001,1616.0,24.0,0.281,4.5,4.0,11.313708498984761,28.2107321422185,16.97056274847714,11.313708498984761,11.313708498984761,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.49497474683058323,0.28284271247461906,2.8299827596648006,1.0818733752154173,466.8601812106062,1030.9616869699862,14.142135623730951,0.06788225099390856,0.7071067811865476,1.4142135623730951,33.0,74.922,42.0,33.0,33.0,4.0,13.0,0.0,0.0,1.3,1.78,5.7864,5.78,429.91,887.0,14.0,0.233,4.0,3.0,49.0,114.818,66.0,49.0,49.0,5.0,15.0,0.0,1.0,2.0,2.18,9.7886,7.31,1090.15,2345.0,34.0,0.329,5.0,5.0,16.0,39.896,24.0,16.0,16.0,1.0,2.0,0.0,1.0,0.7,0.40000000000000013,4.0022,1.5299999999999994,660.24,1458.0,20.0,0.096,1.0,2.0
wurtzite:In-N,In2 N2,4,62.58752953435945,6.835816933007001,15.646882383589862,-15.9713711925,-15.9713711925,-0.11770066687499892,0.0,True,-0.11770066687499892,0.0,,,6.05913405,0.107,0.307,,,,,wurtzite,4,4,InN,61.99321485217817,257.6494,114.50887077331474,6.899109927107976,28.0,64.4125,36.5,28.0,28.0,3.5,14.0,0.0,0.5,1.375,2.41,10.160250000000001,3.6556249999999997,246.60000000000002,1211.18,21.0,0.6365000000000001,3.5,4.0,29.698484809834994,71.28414171819705,41.71930009000631,29.698484809834994,29.698484809834994,2.1213203435596424,1.4142135623730951,0.0,0.7071067811865476,0.8838834764831844,0.8909545442950499,6.185557989785562,5.168066686997179,259.2394881186121,1603.4636212898627,18.384776310850235,0.5706351724175439,2.1213203435596424,1.4142135623730951,7.0,14.007,7.0,7.0,7.0,2.0,13.0,0.0,0.0,0.75,1.78,5.7864,0.00125,63.29,77.36,8.0,0.233,2.0,3.0,49.0,114.818,66.0,49.0,49.0,5.0,15.0,0.0,1.0,2.0,3.04,14.5341,7.31,429.91,2345.0,34.0,1.04,5.0,5.0,42.0,100.81099999999999,59.0,42.0,42.0,3.0,2.0,0.0,1.0,1.25,1.26,8.7477,7.30875,366.62,2267.64,26.0,0.807,3.0,2.0
wurtzite:In-P,In2 P2,4,102.91163698144938,4.704869604456656,25.727909245362344,-16.14467323,-16.14467323,-0.3543398839880929,0.00393371500000228,False,,0.5133999999999999,5.2061,4.6927,4.75548917,0.194,0.269,,,,,wurtzite,4,4,InP,101.52990336480418,291.583524,69.15364550709126,4.76735064053839,32.0,72.896,41.0,32.0,32.0,4.0,14.0,0.0,0.5,1.6,1.9849999999999999,8.13655,4.5649999999999995,373.58000000000004,1449.0,20.5,0.501,4.0,4.0,24.041630560342615,59.286660961804884,35.35533905932738,24.041630560342615,24.041630560342615,1.4142135623730951,1.4142135623730951,0.0,0.7071067811865476,0.5656854249492381,0.2899137802864844,3.3236140036111297,3.8820162287141455,79.66264996847646,1267.1353518862932,19.091883092036785,0.3790092347159895,1.4142135623730951,1.4142135623730951,15.0,30.974,16.0,15.0,15.0,3.0,13.0,0.0,0.0,1.2,1.78,5.7864,1.82,317.25,553.0,7.0,0.233,3.0,3.0,49.0,114.818,66.0,49.0,49.0,5.0,15.0,0.0,1.0,2.0,2.19,10.4867,7.31,429.91,2345.0,34.0,0.769,5.0,5.0,34.0,83.844,50.0,34.0,34.0,2.0,2.0,0.0,1.0,0.8,0.4099999999999999,4.7003,5.489999999999999,112.66000000000003,1792.0,27.0,0.536,2.0,2.0
wurtzite:In-Sb,In2 Sb2,4,140.9967981840067,5.572424570739726,35.24919954600168,-24.37469324,-24.37469324,-0.23224018499999843,0.005781490000000389,False,,0.0,,,4.38282858,,,,,,,wurtzite,4,4,InSb,138.55934667705097,473.156,10.878160439978116,5.668610446256451,50.0,118.289,68.5,50.0,50.0,5.0,14.0,0.0,0.5,1.75,1.915,7.1974,7.0,666.98,2102.5,31.5,0.22,5.0,4.0,1.4142135623730951,4.908735274997018,3.5355339059327378,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,0.0,0.7071067811865476,0.3535533905932738,0.19091883092036768,1.9954553365084364,0.4384062043356589,335.2676092317896,342.94678887547553,3.5355339059327378,0.018384776310850254,0.0,1.4142135623730951,49.0,114.818,66.0,49.0,49.0,5.0,13.0,0.0,0.0,1.5,1.78,5.7864,6.69,429.91,1860.0,29.0,0.207,5.0,3.0,51.0,121.76,71.0,51.0,51.0,5.0,15.0,0.0,1.0,2.0,2.05,8.6084,7.31,904.05,2345.0,34.0,0.233,5.0,5.0,2.0,6.942000000000007,5.0,2.0,2.0,0.0,2.0,0.0,1.0,0.5,0.2699999999999998,2.821999999999999,0.6199999999999992,474.13999999999993,485.0,5.0,0.026000000000000023,0.0,2.0
wurtzite:Mg-Te,Mg2 Te2,4,135.71852446664587,3.7171666565512127,33.92963111666147,-15.8473550325,-3.458434155000001,-1.0715462008333336,2.360250000066344e-05,False,,2.3611999999999997,4.358,1.9968,2.09590592,0.145,0.332,8.000893296677347,2.510227656677347,5.49066564,2.343216942581288,wurtzite,4,4,MgTe,133.74079545343275,303.80999999999995,8.352737219547302,3.770910725408396,32.0,75.9525,44.0,32.0,32.0,4.0,9.0,0.0,0.5,1.5499999999999998,1.705,8.3279,3.9850000000000003,822.9749999999999,1312.0,18.5,0.6124999999999999,4.0,4.0,28.284271247461902,73.04059496266443,45.254833995939045,28.284271247461902,28.284271247461902,1.4142135623730951,9.899494936611665,0.0,0.7071067811865476,0.21213203435596428,0.5586143571373726,0.9640693854697392,3.1749094475275985,141.66884361072482,72.12489168102785,14.849242404917497,0.5805346673541555,1.4142135623730951,2.8284271247461903,12.0,24.305,12.0,12.0,12.0,3.0,2.0,0.0,0.0,1.4,1.31,7.6462,1.74,722.8,1261.0,8.0,0.202,3.0,2.0,52.0,127.6,76.0,52.0,52.0,5.0,16.0,0.0,1.0,1.7,2.1,9.0096,6.23,923.15,1363.0,29.0,1.023,5.0,6.0,40.0,103.29499999999999,64.0,40.0,40.0,2.0,14.0,0.0,1.0,0.30000000000000004,0.79,1.3634000000000004,4.49,200.35000000000002,102.0,21.0,0.821,2.0,4.0
wurtzite:C-Si,Si2 C2,4,41.27465862347238,3.226255951846587,10.318664655868094,-9.662300475,-7.5267280655,-0.19973630425000088,0.004145862368421405,False,,2.3028999999999993,10.3967,8.0938,8.23938418,0.17,0.162,10.555501999996862,3.479423649996862,7.07607835,2.6600899138938896,wurtzite,4,4,CSi,41.42669744679345,80.1924,454.4101258161733,3.2133718641456386,10.0,20.048499999999997,10.0,10.0,10.0,2.5,14.0,0.0,0.0,1.205,2.2249999999999996,9.706,2.3,2815.65,3919.0,7.5,0.707,2.5,4.0,5.656854249492381,11.366741507573751,5.656854249492381,5.656854249492381,5.656854249492381,0.7071067811865476,0.0,0.0,0.0,0.417193000900063,0.4596194077712558,2.1981121399965025,0.04242640687119289,1601.5968593875302,538.8153672641492,0.7071067811865476,0.0028284271247461927,0.7071067811865476,0.0,6.0,12.011,6.0,6.0,6.0,2.0,14.0,0.0,0.0,0.91,1.9,8.1517,2.27,1683.15,3538.0,7.0,0.705,2.0,4.0,14.0,28.086,14.0,14.0,14.0,3.0,14.0,0.0,0.0,1.5,2.55,11.2603,2.33,3948.15,4300.0,8.0,0.709,3.0,4.0,8.0,16.075,8.0,8.0,8.0,1.0,0.0,0.0,0.0,0.59,0.6499999999999999,3.108600000000001,0.06000000000000005,2265.0,762.0,1.0,0.0040000000000000036,1.0,0.0
wurtzite:S-Zn,Zn2 S2,4,78.24665654456005,4.13715785761638,19.561664136140013,-9.4319738975,-9.4319738975,-0.9591730539062517,0.003044368214284887,False,,2.0701,3.9431,1.873,1.95181724,0.205,0.288,9.096665783591945,3.2687498202556386,5.827915963336306,2.4141076950575973,wurtzite,4,4,SZn,77.12824027486043,194.89,61.09127307917177,4.194538846563687,23.0,48.7225,25.5,23.0,23.0,3.5,14.0,0.0,0.5,1.3,2.115,9.877099999999999,4.6,540.6949999999999,948.9,12.5,0.5489999999999999,3.5,3.0,9.899494936611665,23.55726241522983,13.435028842544403,9.899494936611665,9.899494936611665,0.7071067811865476,2.8284271247461903,0.0,0.7071067811865476,0.28284271247461895,0.6576093065034893,0.6829237292699675,3.5779603128039303,215.22209098974946,326.8247542644223,3.5355339059327378,0.22768838354206827,0.7071067811865476,4.242640687119285,16.0,32.065,16.0,16.0,16.0,3.0,12.0,0.0,0.0,1.1,1.65,9.3942,2.07,388.51,717.8,10.0,0.388,3.0,0.0,30.0,65.38,35.0,30.0,30.0,4.0,16.0,0.0,1.0,1.5,2.58,10.36,7.13,692.88,1180.0,15.0,0.71,4.0,6.0,14.0,33.315,19.0,14.0,14.0,1.0,4.0,0.0,1.0,0.3999999999999999,0.9300000000000002,0.9657999999999998,5.0600000000000005,304.37,462.20000000000005,5.0,0.32199999999999995,1.0,6.0
wurtzite:Se-Zn,Zn2 Se2,4,90.88655716305327,5.27537563285386,22.721639290763317,-12.4520829525,-3.3253685425000015,-0.9475409986718764,0.004020032499999715,False,,1.2004,2.5092,1.3088,1.32116904,0.209,0.29,10.399639229993161,3.2223091499960628,7.177330079997098,2.6790539524237094,wurtzite,4,4,SeZn,89.8766168103501,288.67999999999995,18.49308173215492,5.331851787558772,32.0,72.16999999999999,40.0,32.0,32.0,4.0,14.0,0.0,0.5,1.35,2.0999999999999996,9.5733,5.97,593.515,1069.0,17.5,0.35450000000000004,4.0,3.0,2.8284271247461903,9.602510088513315,7.0710678118654755,2.8284271247461903,2.8284271247461903,0.0,2.8284271247461903,0.0,0.7071067811865476,0.21213203435596428,0.6363961030678927,0.25328564902102135,1.6404877323527904,140.5233306252026,156.97770542341354,3.5355339059327378,0.04737615433949868,0.0,4.242640687119285,30.0,65.38,35.0,30.0,30.0,4.0,12.0,0.0,0.0,1.2,1.65,9.3942,4.81,494.15,958.0,15.0,0.321,4.0,0.0,34.0,78.96,45.0,34.0,34.0,4.0,16.0,0.0,1.0,1.5,2.55,9.7524,7.13,692.88,1180.0,20.0,0.388,4.0,6.0,4.0,13.579999999999998,10.0,4.0,4.0,0.0,4.0,0.0,1.0,0.30000000000000004,0.8999999999999999,0.3582000000000001,2.3200000000000003,198.73000000000002,222.0,5.0,0.067,0.0,6.0
wurtzite:Te-Zn,Zn2 Te2,4,114.2558863173566,5.610196464017319,28.56397157933915,-17.7232853575,-2.8804360275,-0.6789112758333329,0.005251757499999954,False,,1.1002999999999998,3.9372,2.8369,2.90467691,0.222,0.275,11.51668348336608,2.758614610036164,8.758068873329917,2.959403465790009,wurtzite,4,4,TeZn,112.02781875385016,385.96,20.90239196689849,5.719058061888587,41.0,96.49,55.5,41.0,41.0,4.5,14.0,0.0,0.5,1.45,1.875,9.2019,6.68,707.8399999999999,1220.5,22.0,0.29500000000000004,4.5,3.0,15.556349186104045,43.99618392542698,28.991378028648448,15.556349186104045,15.556349186104045,0.7071067811865476,2.8284271247461903,0.0,0.7071067811865476,0.07071067811865482,0.3181980515339465,0.27195326804434544,0.6363961030678924,21.156634893101472,57.27564927611035,9.899494936611665,0.13152186130069785,0.7071067811865476,4.242640687119285,30.0,65.38,35.0,30.0,30.0,4.0,12.0,0.0,0.0,1.4,1.65,9.0096,6.23,692.88,1180.0,15.0,0.202,4.0,0.0,52.0,127.6,76.0,52.0,52.0,5.0,16.0,0.0,1.0,1.5,2.1,9.3942,7.13,722.8,1261.0,29.0,0.388,5.0,6.0,22.0,62.22,41.0,22.0,22.0,1.0,4.0,0.0,1.0,0.10000000000000009,0.4500000000000002,0.38459999999999894,0.8999999999999995,29.91999999999996,81.0,14.0,0.186,1.0,6.0
zincblende:Ag-I,Ag1 I1,2,70.71047378171399,5.513316054259084,35.35523689085699,-23.26416329,-2.6488284899999996,-0.49067647583333196,0.00240655500000031,False,,1.3674,2.6275,1.2601,1.39863841,1.766,0.382,7.1984729905251355,1.3067388275630591,5.891734162962076,2.4272894683086474,zincblende,8,2,AgI,66.92345213503644,939.09068,4.0876875222285385,5.823408980959733,50.0,117.386,67.5,50.0,50.0,5.0,14.0,0.0,0.5,1.55,2.295,9.01375,7.715,810.4000000000001,1446.2,25.5,0.22449999999999998,5.0,3.5,4.242640687119285,13.46048468666712,9.192388155425117,4.242640687119285,4.242640687119285,0.0,4.242640687119285,0.0,0.7071067811865476,0.3535533905932738,0.5161879502661798,2.0330027065894427,3.93858477120907,599.2729970555991,1398.3743704745164,2.1213203435596424,0.014849242404917492,0.0,4.949747468305833,47.0,107.868,61.0,47.0,47.0,5.0,11.0,0.0,0.0,1.3,1.93,7.5762,4.93,386.65,457.4,24.0,0.214,5.0,0.0,53.0,126.904,74.0,53.0,53.0,5.0,17.0,0.0,1.0,1.8,2.66,10.4513,10.5,1234.15,2435.0,27.0,0.235,5.0,7.0,6.0,19.036,13.0,6.0,6.0,0.0,6.0,0.0,1.0,0.5,0.7300000000000002,2.8750999999999998,5.57,847.5000000000001,1977.6,3.0,0.02099999999999999,0.0,7.0
zincblende:Al-As,Al1 As1,2,45.711095247398035,3.701817725841658,22.855547623699017,-11.346857435,-11.346857435,-0.6270427762500006,0.0,True,-0.6270427762500006,1.5036999999999998,5.0668,3.5631,3.58128419,0.481,0.253,11.537902879999983,2.0271057999999993,9.510797079999984,3.0839580217635882,zincblende,8,2,AlAs,45.6762314466883,407.612556,80.87898505735956,3.7034406163178484,23.0,50.952,28.0,23.0,23.0,3.5,14.0,0.0,0.5,1.55,1.895,7.8872,4.24,1011.7750000000001,1839.5,11.0,0.613,3.5,4.0,14.142135623730951,33.898699090083085,19.79898987322333,14.142135623730951,14.142135623730951,0.7071067811865476,1.4142135623730951,0.0,0.7071067811865476,0.3535533905932738,0.40305086527633216,2.6889856674962034,2.1778888860545664,110.83898795099141,1347.038418160373,4.242640687119285,0.401636651713959,0.7071067811865476,1.4142135623730951,13.0,26.982,14.0,13.0,13.0,3.0,13.0,0.0,0.0,1.3,1.61,5.9858,2.7,933.4,887.0,8.0,0.329,3.0,3.0,33.0,74.922,42.0,33.0,33.0,4.0,15.0,0.0,1.0,1.8,2.18,9.7886,5.78,1090.15,2792.0,14.0,0.897,4.0,5.0,20.0,47.94,28.0,20.0,20.0,1.0,2.0,0.0,1.0,0.5,0.5700000000000001,3.8028000000000004,3.08,156.7500000000001,1905.0,6.0,0.5680000000000001,1.0,2.0
