dep,date,reg,lib_dep,lib_reg,TO,R,hosp,rea,rad,dchosp,reg_rea,incid_hosp,incid_rea,incid_rad,incid_dchosp,reg_incid_rea
54,2020-03-18,44,Meurthe-et-Moselle,Grand Est,0.438709677419355,,42,19,1,5,204,,,,,
54,2020-03-19,44,Meurthe-et-Moselle,Grand Est,0.556989247311828,,54,23,1,6,241,14,2,1,2,69
54,2020-03-20,44,Meurthe-et-Moselle,Grand Est,0.632258064516129,,65,26,2,7,294,9,1,0,1,45
54,2020-03-21,44,Meurthe-et-Moselle,Grand Est,0.750537634408602,,76,35,2,9,332,19,7,0,10,65
54,2020-03-22,44,Meurthe-et-Moselle,Grand Est,0.827956989247312,,105,57,12,16,370,44,23,10,2,63
54,2020-03-23,44,Meurthe-et-Moselle,Grand Est,0.929032258064516,,121,55,16,19,432,24,6,4,3,81
54,2020-03-24,44,Meurthe-et-Moselle,Grand Est,1.08387096774194,,161,79,25,24,504,42,17,8,5,104
54,2020-03-25,44,Meurthe-et-Moselle,Grand Est,1.23655913978495,,192,83,31,28,575,45,6,6,4,99
54,2020-03-26,44,Meurthe-et-Moselle,Grand Est,1.36774193548387,,209,93,41,33,636,27,5,10,5,95
54,2020-03-27,44,Meurthe-et-Moselle,Grand Est,1.50322580645161,,253,109,54,35,699,55,16,13,2,102
54,2020-03-28,44,Meurthe-et-Moselle,Grand Est,1.6258064516129,,314,131,64,38,756,76,26,12,3,114
54,2020-03-29,44,Meurthe-et-Moselle,Grand Est,1.70322580645161,,325,132,72,42,792,21,2,8,4,71
54,2020-03-30,44,Meurthe-et-Moselle,Grand Est,1.81505376344086,,372,146,89,50,844,72,14,17,8,113
54,2020-03-31,44,Meurthe-et-Moselle,Grand Est,1.91397849462366,,391,150,95,59,890,35,8,6,9,122
54,2020-04-01,44,Meurthe-et-Moselle,Grand Est,1.9741935483871,,411,156,132,75,918,75,20,40,17,107
54,2020-04-02,44,Meurthe-et-Moselle,Grand Est,2.04086021505376,,465,166,154,85,949,101,24,25,10,109
54,2020-04-03,44,Meurthe-et-Moselle,Grand Est,2.08817204301075,,501,180,189,96,971,75,14,35,14,104
54,2020-04-04,44,Meurthe-et-Moselle,Grand Est,2.06451612903226,,497,178,210,102,960,27,6,21,7,72
54,2020-04-05,44,Meurthe-et-Moselle,Grand Est,2.04301075268817,,488,175,225,109,950,13,3,15,7,44
54,2020-04-06,44,Meurthe-et-Moselle,Grand Est,2.01505376344086,,512,171,242,117,937,48,9,17,8,70
54,2020-04-07,44,Meurthe-et-Moselle,Grand Est,2.04301075268817,,496,173,287,126,950,36,5,46,9,61
54,2020-04-08,44,Meurthe-et-Moselle,Grand Est,2.01505376344086,,480,163,334,136,937,56,4,48,11,60
54,2020-04-09,44,Meurthe-et-Moselle,Grand Est,1.96989247311828,,470,160,362,141,916,24,5,30,5,42
54,2020-04-10,44,Meurthe-et-Moselle,Grand Est,1.91182795698925,,508,151,378,163,889,83,4,23,24,31
54,2020-04-11,44,Meurthe-et-Moselle,Grand Est,1.89462365591398,,508,150,390,171,881,18,0,12,8,28
54,2020-04-12,44,Meurthe-et-Moselle,Grand Est,1.88817204301075,,496,146,419,174,878,23,3,28,3,24
54,2020-04-13,44,Meurthe-et-Moselle,Grand Est,1.89247311827957,,506,149,426,179,880,21,6,7,5,24
54,2020-04-14,44,Meurthe-et-Moselle,Grand Est,1.8752688172043,,509,147,449,184,872,33,1,24,6,36
54,2020-04-15,44,Meurthe-et-Moselle,Grand Est,1.79139784946237,,487,138,490,194,833,36,1,42,10,27
54,2020-04-16,44,Meurthe-et-Moselle,Grand Est,1.74193548387097,,460,131,520,202,810,19,2,30,8,31
54,2020-04-17,44,Meurthe-et-Moselle,Grand Est,1.69677419354839,,450,127,535,207,789,18,1,15,5,35
54,2020-04-18,44,Meurthe-et-Moselle,Grand Est,1.62795698924731,,443,118,554,220,757,26,2,19,13,29
54,2020-04-19,44,Meurthe-et-Moselle,Grand Est,1.59569892473118,,441,112,561,225,742,9,2,7,5,13
54,2020-04-20,44,Meurthe-et-Moselle,Grand Est,1.59139784946237,,439,113,572,228,740,12,2,12,3,22
54,2020-04-21,44,Meurthe-et-Moselle,Grand Est,1.53118279569892,,439,115,580,234,712,21,3,12,6,21
54,2020-04-22,44,Meurthe-et-Moselle,Grand Est,1.48817204301075,,435,107,588,242,692,19,4,14,8,29
54,2020-04-23,44,Meurthe-et-Moselle,Grand Est,1.47741935483871,,445,108,601,241,687,26,3,13,0,27
54,2020-04-24,44,Meurthe-et-Moselle,Grand Est,1.44516129032258,,450,108,608,247,672,19,1,7,6,16
54,2020-04-25,44,Meurthe-et-Moselle,Grand Est,1.39139784946237,,450,106,637,249,647,35,4,29,2,16
54,2020-04-26,44,Meurthe-et-Moselle,Grand Est,1.38279569892473,,452,109,640,250,643,4,3,3,1,13
54,2020-04-27,44,Meurthe-et-Moselle,Grand Est,1.34408602150538,,453,110,653,251,625,16,2,14,1,17
54,2020-04-28,44,Meurthe-et-Moselle,Grand Est,1.29247311827957,,441,103,658,255,605,23,4,9,9,24
54,2020-04-29,44,Meurthe-et-Moselle,Grand Est,1.23225806451613,,375,88,729,280,573,20,0,69,20,13
54,2020-04-30,44,Meurthe-et-Moselle,Grand Est,1.16344086021505,,365,85,747,282,541,16,4,20,2,16
54,2020-05-01,44,Meurthe-et-Moselle,Grand Est,1.11182795698925,,368,84,757,286,517,19,2,13,4,15
54,2020-05-02,44,Meurthe-et-Moselle,Grand Est,1.10537634408602,,368,81,761,286,514,6,2,4,0,14
54,2020-05-03,44,Meurthe-et-Moselle,Grand Est,1.08387096774194,,362,81,764,289,504,1,1,3,3,17
54,2020-05-04,44,Meurthe-et-Moselle,Grand Est,1.07096774193548,,361,82,769,290,498,9,3,7,1,13
54,2020-05-05,44,Meurthe-et-Moselle,Grand Est,0.997849462365591,,334,68,795,292,464,8,1,26,2,22
54,2020-05-06,44,Meurthe-et-Moselle,Grand Est,0.868817204301075,,322,54,798,296,404,17,0,15,4,6
54,2020-05-07,44,Meurthe-et-Moselle,Grand Est,0.81505376344086,,314,47,805,298,379,10,0,10,2,14
54,2020-05-08,44,Meurthe-et-Moselle,Grand Est,0.78494623655914,,300,44,812,305,365,12,2,7,10,10
54,2020-05-09,44,Meurthe-et-Moselle,Grand Est,0.776344086021505,,292,43,817,308,361,1,1,5,3,6
54,2020-05-10,44,Meurthe-et-Moselle,Grand Est,0.752688172043011,,298,42,824,310,350,18,0,7,2,2
54,2020-05-11,44,Meurthe-et-Moselle,Grand Est,0.735483870967742,,296,39,826,314,342,4,1,2,4,8
54,2020-05-12,44,Meurthe-et-Moselle,Grand Est,0.645161290322581,,282,32,847,321,300,14,0,22,7,11
54,2020-05-13,44,Meurthe-et-Moselle,Grand Est,0.597849462365591,,248,26,886,325,278,13,0,40,4,8
54,2020-05-14,44,Meurthe-et-Moselle,Grand Est,0.548387096774194,,229,23,900,325,255,6,0,14,0,2
54,2020-05-15,44,Meurthe-et-Moselle,Grand Est,0.544086021505376,,227,21,908,326,253,8,1,8,2,6
54,2020-05-16,44,Meurthe-et-Moselle,Grand Est,0.531182795698925,,220,22,918,328,247,4,3,10,2,9
54,2020-05-17,44,Meurthe-et-Moselle,Grand Est,0.503225806451613,,220,22,917,329,234,1,1,0,1,8
54,2020-05-18,44,Meurthe-et-Moselle,Grand Est,0.501075268817204,,212,22,924,331,233,3,0,7,2,8
54,2020-05-19,44,Meurthe-et-Moselle,Grand Est,0.486021505376344,,208,21,935,331,226,11,1,11,1,12
54,2020-05-20,44,Meurthe-et-Moselle,Grand Est,0.470967741935484,,195,19,949,331,219,2,0,15,1,8
54,2020-05-21,44,Meurthe-et-Moselle,Grand Est,0.468817204301075,,192,21,957,331,218,4,2,8,0,8
54,2020-05-22,44,Meurthe-et-Moselle,Grand Est,0.451612903225806,,180,21,970,333,210,6,1,13,2,5
54,2020-05-23,44,Meurthe-et-Moselle,Grand Est,0.451612903225806,,185,21,971,335,210,8,1,1,2,10
54,2020-05-24,44,Meurthe-et-Moselle,Grand Est,0.438709677419355,,186,21,973,337,204,5,2,2,2,4
54,2020-05-25,44,Meurthe-et-Moselle,Grand Est,0.419354838709677,,165,23,1014,337,195,21,2,42,0,5
54,2020-05-26,44,Meurthe-et-Moselle,Grand Est,0.391397849462366,,161,21,1022,340,182,7,0,8,3,4
54,2020-05-27,44,Meurthe-et-Moselle,Grand Est,0.389247311827957,,159,20,1029,341,181,6,0,8,1,6
54,2020-05-28,44,Meurthe-et-Moselle,Grand Est,0.38494623655914,,157,17,1034,341,179,4,0,5,0,11
54,2020-05-29,44,Meurthe-et-Moselle,Grand Est,0.361290322580645,,154,16,1041,341,168,5,1,8,0,8
54,2020-05-30,44,Meurthe-et-Moselle,Grand Est,0.352688172043011,,143,15,1051,341,164,2,1,10,0,6
54,2020-05-31,44,Meurthe-et-Moselle,Grand Est,0.346236559139785,,142,14,1053,341,161,1,0,2,0,3
54,2020-06-01,44,Meurthe-et-Moselle,Grand Est,0.341935483870968,,142,14,1053,341,159,0,0,0,0,4
54,2020-06-02,44,Meurthe-et-Moselle,Grand Est,0.313978494623656,,140,13,1056,342,146,2,0,6,1,4
54,2020-06-03,44,Meurthe-et-Moselle,Grand Est,0.318279569892473,,139,13,1060,342,148,5,0,5,0,6
54,2020-06-04,44,Meurthe-et-Moselle,Grand Est,0.296774193548387,,129,12,1071,345,138,4,0,11,3,3
54,2020-06-05,44,Meurthe-et-Moselle,Grand Est,0.279569892473118,,121,10,1079,348,130,4,0,8,3,4
54,2020-06-06,44,Meurthe-et-Moselle,Grand Est,0.275268817204301,,129,10,1081,349,128,11,1,2,1,3
54,2020-06-07,44,Meurthe-et-Moselle,Grand Est,0.270967741935484,,129,9,1081,350,126,1,0,0,1,0
54,2020-06-08,44,Meurthe-et-Moselle,Grand Est,0.258064516129032,,123,9,1089,352,120,4,0,8,2,4
54,2020-06-09,44,Meurthe-et-Moselle,Grand Est,0.217204301075269,,119,9,1093,356,101,4,0,6,4,2
54,2020-06-10,44,Meurthe-et-Moselle,Grand Est,0.197849462365591,,118,9,1099,354,92,7,0,7,0,2
54,2020-06-11,44,Meurthe-et-Moselle,Grand Est,0.197849462365591,,120,10,1104,354,92,7,2,5,0,6
54,2020-06-12,44,Meurthe-et-Moselle,Grand Est,0.174193548387097,0.89,120,10,1110,354,81,5,1,6,0,3
54,2020-06-13,44,Meurthe-et-Moselle,Grand Est,0.18494623655914,,120,10,1110,354,86,0,0,0,0,5
54,2020-06-14,44,Meurthe-et-Moselle,Grand Est,0.191397849462366,,120,11,1111,354,89,1,1,1,0,3
54,2020-06-15,44,Meurthe-et-Moselle,Grand Est,0.187096774193548,0.72,118,12,1115,354,87,1,1,4,0,3
54,2020-06-16,44,Meurthe-et-Moselle,Grand Est,0.176344086021505,,108,12,1128,354,82,4,1,13,0,4
54,2020-06-17,44,Meurthe-et-Moselle,Grand Est,0.165591397849462,,110,10,1130,354,77,5,1,2,0,2
54,2020-06-18,44,Meurthe-et-Moselle,Grand Est,0.163440860215054,,114,11,1131,354,76,6,2,1,0,2
54,2020-06-19,44,Meurthe-et-Moselle,Grand Est,0.150537634408602,,106,7,1143,354,70,4,1,12,0,2
54,2020-06-20,44,Meurthe-et-Moselle,Grand Est,0.150537634408602,1.01,104,7,1145,354,70,0,0,2,0,1
54,2020-06-21,44,Meurthe-et-Moselle,Grand Est,0.150537634408602,,105,7,1145,354,70,1,0,0,0,0
54,2020-06-22,44,Meurthe-et-Moselle,Grand Est,0.141935483870968,,92,6,1160,354,66,2,0,15,0,1
54,2020-06-23,44,Meurthe-et-Moselle,Grand Est,0.137634408602151,0.72,94,6,1161,354,64,3,0,1,0,1
54,2020-06-24,44,Meurthe-et-Moselle,Grand Est,0.133333333333333,,91,6,1170,354,62,6,0,9,0,0
54,2020-06-25,44,Meurthe-et-Moselle,Grand Est,0.126881720430108,,90,6,1173,355,59,3,1,3,1,1
54,2020-06-26,44,Meurthe-et-Moselle,Grand Est,0.120430107526882,,91,6,1173,355,56,1,0,0,0,2
54,2020-06-27,44,Meurthe-et-Moselle,Grand Est,0.120430107526882,0.63,90,6,1174,355,56,0,0,1,0,0
54,2020-06-28,44,Meurthe-et-Moselle,Grand Est,0.120430107526882,,90,6,1174,355,56,0,0,0,0,0
54,2020-06-29,44,Meurthe-et-Moselle,Grand Est,0.118279569892473,,91,6,1176,356,55,4,1,2,1,1
54,2020-06-30,44,Meurthe-et-Moselle,Grand Est,0.113978494623656,0.6,86,6,1184,356,53,3,0,8,0,1
54,2020-07-01,44,Meurthe-et-Moselle,Grand Est,0.111827956989247,,86,6,1184,356,52,0,0,0,0,2
54,2020-07-02,44,Meurthe-et-Moselle,Grand Est,0.111827956989247,,79,4,1188,358,52,0,0,4,2,2
54,2020-07-03,44,Meurthe-et-Moselle,Grand Est,0.109677419354839,,80,4,1188,358,51,1,0,0,0,2
54,2020-07-04,44,Meurthe-et-Moselle,Grand Est,0.101075268817204,0.78,78,4,1190,358,47,0,0,2,0,0
54,2020-07-05,44,Meurthe-et-Moselle,Grand Est,0.101075268817204,,78,4,1190,358,47,0,0,0,0,0
54,2020-07-06,44,Meurthe-et-Moselle,Grand Est,0.103225806451613,,78,5,1191,358,48,1,1,1,0,2
54,2020-07-07,44,Meurthe-et-Moselle,Grand Est,0.111827956989247,0.84,73,5,1195,358,52,1,0,4,0,5
54,2020-07-08,44,Meurthe-et-Moselle,Grand Est,0.109677419354839,,68,5,1199,359,51,0,1,4,1,2
54,2020-07-09,44,Meurthe-et-Moselle,Grand Est,0.103225806451613,,65,5,1202,359,48,0,0,3,0,1
54,2020-07-10,44,Meurthe-et-Moselle,Grand Est,0.0989247311827957,,66,4,1204,359,46,3,0,2,0,0
54,2020-07-11,44,Meurthe-et-Moselle,Grand Est,0.0989247311827957,0.97,67,4,1204,359,46,1,0,0,0,0
54,2020-07-12,44,Meurthe-et-Moselle,Grand Est,0.0989247311827957,,63,4,1209,359,46,1,0,5,0,0
54,2020-07-13,44,Meurthe-et-Moselle,Grand Est,0.0967741935483871,,61,4,1212,359,45,1,0,3,0,0
54,2020-07-14,44,Meurthe-et-Moselle,Grand Est,0.0924731182795699,0.98,60,4,1216,359,43,3,0,4,0,0
54,2020-07-15,44,Meurthe-et-Moselle,Grand Est,0.0903225806451613,,59,4,1217,359,42,0,0,1,0,3
54,2020-07-16,44,Meurthe-et-Moselle,Grand Est,0.0838709677419355,,59,4,1217,360,39,1,1,0,1,1
54,2020-07-17,44,Meurthe-et-Moselle,Grand Est,0.0795698924731183,,59,4,1217,360,37,0,0,0,0,0
54,2020-07-18,44,Meurthe-et-Moselle,Grand Est,0.0817204301075269,1.72,58,4,1218,360,38,0,0,1,0,1
54,2020-07-19,44,Meurthe-et-Moselle,Grand Est,0.0817204301075269,,58,4,1218,360,38,0,0,0,0,0
54,2020-07-20,44,Meurthe-et-Moselle,Grand Est,0.0795698924731183,,57,3,1222,360,37,3,1,4,0,3
54,2020-07-21,44,Meurthe-et-Moselle,Grand Est,0.0731182795698925,1.47,57,2,1225,360,34,3,0,3,0,0
54,2020-07-22,44,Meurthe-et-Moselle,Grand Est,0.0709677419354839,,55,2,1229,360,33,2,0,4,0,0
54,2020-07-23,44,Meurthe-et-Moselle,Grand Est,0.0645161290322581,,55,1,1229,360,30,0,0,0,0,1
54,2020-07-24,44,Meurthe-et-Moselle,Grand Est,0.043010752688172,,55,0,1229,360,20,0,0,0,0,1
54,2020-07-25,44,Meurthe-et-Moselle,Grand Est,0.0408602150537634,1.23,54,1,1231,360,19,1,1,2,0,1
54,2020-07-26,44,Meurthe-et-Moselle,Grand Est,0.0408602150537634,,54,1,1231,360,19,0,0,0,0,0
54,2020-07-27,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,55,2,1232,360,18,2,1,1,0,2
54,2020-07-28,44,Meurthe-et-Moselle,Grand Est,0.0408602150537634,1.13,55,2,1233,360,19,1,0,1,0,1
54,2020-07-29,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,55,2,1234,360,18,1,0,1,0,0
54,2020-07-30,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,54,2,1235,360,18,1,0,1,0,1
54,2020-07-31,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,58,2,1237,360,15,5,0,2,0,0
54,2020-08-01,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,1.19,56,2,1239,360,15,0,0,2,0,0
54,2020-08-02,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,56,2,1239,360,15,0,0,0,0,0
54,2020-08-03,44,Meurthe-et-Moselle,Grand Est,0.0301075268817204,,57,1,1239,360,14,1,0,0,0,1
54,2020-08-04,44,Meurthe-et-Moselle,Grand Est,0.0301075268817204,1.2,56,1,1240,360,14,0,0,1,0,0
54,2020-08-05,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,55,1,1241,361,15,1,0,2,1,1
54,2020-08-06,44,Meurthe-et-Moselle,Grand Est,0.0344086021505376,,52,1,1244,361,16,0,0,3,0,1
54,2020-08-07,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,,52,1,1248,361,17,4,0,4,0,1
54,2020-08-08,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,1.22,52,1,1248,361,17,0,0,0,0,0
54,2020-08-09,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,,52,1,1248,361,17,0,0,0,0,0
54,2020-08-10,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,,50,1,1250,362,17,1,0,2,1,0
54,2020-08-11,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,1.11,49,1,1251,362,17,0,0,1,0,0
54,2020-08-12,44,Meurthe-et-Moselle,Grand Est,0.0344086021505376,,47,1,1252,362,16,0,0,1,0,0
54,2020-08-13,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,,47,1,1252,362,17,0,0,0,0,1
54,2020-08-14,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,43,1,1259,364,18,5,1,7,2,2
54,2020-08-15,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,1.22,43,1,1259,364,18,0,0,0,0,0
54,2020-08-16,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,43,1,1259,364,18,0,0,0,0,0
54,2020-08-17,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,43,1,1259,364,18,0,0,0,0,0
54,2020-08-18,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,1.38,43,1,1259,364,18,0,0,0,0,0
54,2020-08-19,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,,45,0,1259,365,17,3,0,0,1,0
54,2020-08-20,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,44,0,1260,365,18,0,0,1,0,3
54,2020-08-21,44,Meurthe-et-Moselle,Grand Est,0.043010752688172,,44,0,1260,365,20,0,0,0,0,2
54,2020-08-22,44,Meurthe-et-Moselle,Grand Est,0.043010752688172,1.38,44,0,1260,365,20,0,0,0,0,0
54,2020-08-23,44,Meurthe-et-Moselle,Grand Est,0.043010752688172,,44,0,1260,365,20,0,0,0,0,0
54,2020-08-24,44,Meurthe-et-Moselle,Grand Est,0.0451612903225806,,41,0,1263,365,21,0,0,3,0,2
54,2020-08-25,44,Meurthe-et-Moselle,Grand Est,0.043010752688172,1.43,41,0,1263,365,20,0,0,0,0,3
54,2020-08-26,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,41,0,1264,365,15,1,0,1,0,0
54,2020-08-27,44,Meurthe-et-Moselle,Grand Est,0.0344086021505376,,42,0,1265,365,16,3,0,1,0,1
54,2020-08-28,44,Meurthe-et-Moselle,Grand Est,0.0301075268817204,,40,0,1268,365,14,1,0,3,0,1
54,2020-08-29,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,1.37,40,0,1268,365,15,0,0,0,0,2
54,2020-08-30,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,40,0,1268,365,15,0,0,0,0,0
54,2020-08-31,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,41,0,1270,365,15,3,0,2,0,2
54,2020-09-01,44,Meurthe-et-Moselle,Grand Est,0.0344086021505376,1.26,45,0,1277,366,16,11,0,7,1,2
54,2020-09-02,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,46,1,1280,367,18,4,0,3,1,4
54,2020-09-03,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,47,1,1280,367,15,1,0,0,0,0
54,2020-09-04,44,Meurthe-et-Moselle,Grand Est,0.0344086021505376,,48,1,1280,367,16,1,0,0,0,2
54,2020-09-05,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,1.13,49,1,1280,367,15,1,0,0,0,0
54,2020-09-06,44,Meurthe-et-Moselle,Grand Est,0.032258064516129,,47,1,1282,367,15,0,0,2,0,0
54,2020-09-07,44,Meurthe-et-Moselle,Grand Est,0.0279569892473118,,48,1,1282,367,13,2,0,0,0,1
54,2020-09-08,44,Meurthe-et-Moselle,Grand Est,0.0344086021505376,1.1,36,1,1296,370,16,6,0,14,3,3
54,2020-09-09,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,41,1,1302,370,18,12,0,6,0,2
54,2020-09-10,44,Meurthe-et-Moselle,Grand Est,0.0408602150537634,,41,1,1304,370,19,3,0,2,0,1
54,2020-09-11,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,,41,1,1304,371,17,4,0,0,1,0
54,2020-09-12,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,1.23,40,1,1306,371,17,1,0,2,0,0
54,2020-09-13,44,Meurthe-et-Moselle,Grand Est,0.0365591397849462,,40,1,1306,371,17,0,0,0,0,0
54,2020-09-14,44,Meurthe-et-Moselle,Grand Est,0.0387096774193548,,41,2,1311,371,18,6,1,5,0,1
54,2020-09-15,44,Meurthe-et-Moselle,Grand Est,0.0451612903225806,1.27,45,3,1312,371,21,5,1,1,0,5
54,2020-09-16,44,Meurthe-et-Moselle,Grand Est,0.0473118279569892,,48,3,1312,371,22,3,0,0,0,3
54,2020-09-17,44,Meurthe-et-Moselle,Grand Est,0.0451612903225806,,47,3,1314,372,21,3,0,2,1,3
54,2020-09-18,44,Meurthe-et-Moselle,Grand Est,0.0451612903225806,,47,1,1314,373,21,2,0,0,1,3
54,2020-09-19,44,Meurthe-et-Moselle,Grand Est,0.0451612903225806,1.09,49,1,1314,373,21,2,0,0,0,0
54,2020-09-20,44,Meurthe-et-Moselle,Grand Est,0.0451612903225806,,49,1,1314,373,21,0,0,0,0,0
54,2020-09-21,44,Meurthe-et-Moselle,Grand Est,0.0473118279569892,,50,1,1318,373,22,5,0,4,0,1
54,2020-09-22,44,Meurthe-et-Moselle,Grand Est,0.0494623655913978,0.97,50,1,1320,373,23,2,0,2,0,4
54,2020-09-23,44,Meurthe-et-Moselle,Grand Est,0.0451612903225806,,46,1,1324,373,21,0,0,5,0,1
54,2020-09-24,44,Meurthe-et-Moselle,Grand Est,0.0580645161290323,,43,1,1327,373,27,0,0,3,0,6
54,2020-09-25,44,Meurthe-et-Moselle,Grand Est,0.0752688172043011,,42,3,1333,374,35,5,1,6,1,9
54,2020-09-26,44,Meurthe-et-Moselle,Grand Est,0.0731182795698925,0.9,47,3,1336,373,34,7,0,3,0,2
54,2020-09-27,44,Meurthe-et-Moselle,Grand Est,0.0731182795698925,,47,3,1336,373,34,0,0,0,0,0
54,2020-09-28,44,Meurthe-et-Moselle,Grand Est,0.0774193548387097,,47,3,1336,373,36,1,0,0,0,3
54,2020-09-29,44,Meurthe-et-Moselle,Grand Est,0.0752688172043011,0.87,46,3,1340,373,35,3,0,4,0,1
54,2020-09-30,44,Meurthe-et-Moselle,Grand Est,0.0817204301075269,,44,3,1343,374,38,2,1,3,1,7
54,2020-10-01,44,Meurthe-et-Moselle,Grand Est,0.0946236559139785,,46,2,1345,374,44,3,0,2,0,8
54,2020-10-02,44,Meurthe-et-Moselle,Grand Est,0.0989247311827957,,47,4,1347,375,46,3,2,2,1,7
54,2020-10-03,44,Meurthe-et-Moselle,Grand Est,0.0946236559139785,1.12,45,3,1354,370,44,2,0,7,0,1
54,2020-10-04,44,Meurthe-et-Moselle,Grand Est,0.0946236559139785,,44,3,1355,370,44,0,0,1,0,1
54,2020-10-05,44,Meurthe-et-Moselle,Grand Est,0.0967741935483871,,46,3,1355,370,45,2,0,0,0,4
54,2020-10-06,44,Meurthe-et-Moselle,Grand Est,0.0946236559139785,1.39,49,3,1359,370,44,7,0,4,0,4
54,2020-10-07,44,Meurthe-et-Moselle,Grand Est,0.0946236559139785,,44,2,1366,373,44,5,0,7,3,4
54,2020-10-08,44,Meurthe-et-Moselle,Grand Est,0.0838709677419355,,50,3,1368,373,39,7,0,2,0,2
54,2020-10-09,44,Meurthe-et-Moselle,Grand Est,0.0881720430107527,,45,3,1373,373,41,1,1,5,0,4
54,2020-10-10,44,Meurthe-et-Moselle,Grand Est,0.0860215053763441,1.62,46,3,1376,373,40,4,1,3,0,3
54,2020-10-11,44,Meurthe-et-Moselle,Grand Est,0.0967741935483871,,46,3,1376,373,45,0,0,0,0,6
54,2020-10-12,44,Meurthe-et-Moselle,Grand Est,0.10752688172043,,51,4,1380,374,50,10,1,4,1,6
54,2020-10-13,44,Meurthe-et-Moselle,Grand Est,0.116129032258065,1.6,47,7,1389,374,54,6,3,9,0,7
54,2020-10-14,44,Meurthe-et-Moselle,Grand Est,0.126881720430108,,57,8,1389,374,59,8,1,0,0,9
54,2020-10-15,44,Meurthe-et-Moselle,Grand Est,0.144086021505376,,61,9,1394,374,67,7,1,5,0,12
54,2020-10-16,44,Meurthe-et-Moselle,Grand Est,0.154838709677419,,64,11,1397,375,72,9,2,3,1,9
54,2020-10-17,44,Meurthe-et-Moselle,Grand Est,0.135483870967742,1.59,67,6,1399,375,63,5,0,2,0,2
54,2020-10-18,44,Meurthe-et-Moselle,Grand Est,0.139784946236559,,70,8,1399,375,65,3,2,0,0,5
54,2020-10-19,44,Meurthe-et-Moselle,Grand Est,0.146236559139785,,63,8,1405,377,68,2,1,6,2,7
54,2020-10-20,44,Meurthe-et-Moselle,Grand Est,0.159139784946237,1.69,62,8,1410,377,74,4,0,5,0,13
54,2020-10-21,44,Meurthe-et-Moselle,Grand Est,0.174193548387097,,69,8,1417,378,81,16,1,7,1,12
54,2020-10-22,44,Meurthe-et-Moselle,Grand Est,0.178494623655914,,73,8,1420,378,83,7,0,3,0,6
54,2020-10-23,44,Meurthe-et-Moselle,Grand Est,0.212903225806452,,78,9,1425,381,99,16,2,5,3,21
54,2020-10-24,44,Meurthe-et-Moselle,Grand Est,0.204301075268817,1.71,81,9,1426,381,95,5,1,1,0,5
54,2020-10-25,44,Meurthe-et-Moselle,Grand Est,0.217204301075269,,86,10,1433,381,101,11,1,7,0,10
54,2020-10-26,44,Meurthe-et-Moselle,Grand Est,0.236559139784946,,107,16,1438,383,110,28,7,5,2,17
54,2020-10-27,44,Meurthe-et-Moselle,Grand Est,0.258064516129032,1.58,126,15,1447,383,120,29,2,9,0,22
54,2020-10-28,44,Meurthe-et-Moselle,Grand Est,0.273118279569892,,143,19,1453,386,127,26,4,6,3,15
54,2020-10-29,44,Meurthe-et-Moselle,Grand Est,0.283870967741935,,158,21,1461,389,132,26,4,8,3,24
54,2020-10-30,44,Meurthe-et-Moselle,Grand Est,0.324731182795699,,174,23,1472,393,151,32,5,11,4,29
54,2020-10-31,44,Meurthe-et-Moselle,Grand Est,0.335483870967742,1.33,183,25,1482,396,156,25,4,10,3,19
54,2020-11-01,44,Meurthe-et-Moselle,Grand Est,0.374193548387097,,185,25,1489,398,174,10,1,6,2,27
